keyword,sam_company_name,sam_website,match,sam_physical_address_street,sam_physical_address_city,sam_physical_address_state,sam_physical_address_zipcode,sam_mailing_address_street,sam_mailing_address_city,sam_mailing_address_state,sam_mailing_address_zipcode,sam_incorp_year,sam_contacts,sf_company_name,sf_full_name,sf_street,sf_city,sf_state,sf_country,sf_zipcode,sf_website,sf_incorporation_year,ms_company_name_fuzzy_score,ms_website_fuzzy_score,ms_incorp_year_fuzzy_score,ms_street_fuzzy_score_physical,ms_street_fuzzy_score_mailing,ms_city_fuzzy_score_physical,ms_city_fuzzy_score_mailing,ms_state_fuzzy_score_physical,ms_state_fuzzy_score_mailing,ms_zipcode_fuzzy_score_physical,ms_zipcode_fuzzy_score_mailing,highest_fuzzy_score
Tri-IT Solutions,"TRI-IT SOLUTIONS, LLC",https://www.tri-itsolutions.com/,1,10003 Marriottsville RD,Randallstown,Maryland,21133,,,,,2011,"[None, None]",Tri-IT Solutions,['Dee Cutler'],10003 Marriottsville Rd,Randallstown,Maryland,United States,21133 1501,https://www.tri-itsolutions.com/,2011,86.48648648648648,100.0,0,100.0,0.0,100.0,0.0,100.0,0.0,66.66666666666667,0.0,100.0
"Weinberg Medical Physics, Inc.","WEINBERG MEDICAL PHYSICS, INC.",https://www.weinbergmedicalphysics.com/,1,12156 Parklawn DR,Rockville,Maryland,20852,12156 Parklawn Drive,North Bethesda,Maryland,20852,2008,"['IRVING WEINBERG', 'Irving Weinberg']","Weinberg Medical Physics, Inc.",['Lamar Mair'],12156 Parklawn Dr,North Bethesda,Maryland,United States,20852 1708,https://www.weinbergmedicalphysics.com/,2008,100.0,100.0,0,100.0,91.89189189189189,17.391304347826086,100.0,100.0,100.0,66.66666666666667,66.66666666666667,100.0
"SentiMetrix, Inc","SENTIMETRIX, INC.",http://www.sentimetrix.com/,1,6017 Southport DR,Bethesda,Maryland,20814,6017 Southport Drive,Bethesda,Maryland,20814,2006,"['VADIM KAGAN', 'VADIM KAGAN']","SentiMetrix, Inc",['Venkatramanan Subrahmanian'],6017 Southport Drive,Bethesda,Maryland,United States,20814,https://www.sentimetrix.com,2006,96.96969696969697,96.2962962962963,0,91.89189189189189,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Scinetics,"SCINETICS, INC.",https://www.scineticsinc.com/,1,2915 Islay CT,Abingdon,Maryland,21009,2915 Islay CT,Abingdon,Maryland,21009,2018,"['Amy Gair', 'Jeffrey Gair']",Scinetics,['Jeffrey Gair'],2915 Islay Ct,Abingdon,Maryland,United States,21009 3140,https://scineticsinc.com/,2018,75.0,92.5925925925926,0,100.0,100.0,100.0,100.0,100.0,100.0,66.66666666666667,66.66666666666667,100.0
getGFTD,GETGFTD LLC,,1,7101 Rich Hill RD,Baltimore,Maryland,21212,7101 Rich Hill Road,Baltimore,Maryland,21212,2019,"['Nina Guise', 'Nina Guise']",getGFTD,['Nina Guise-Gerrity'],7101 Rich Hill Road,Baltimore,Maryland,United States,21212,https://www.getgftdapp.com/,2018,77.77777777777779,6.666666666666665,0,94.44444444444444,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
P3D Energy,"PRN ASSOCIATES, INCORPORATED",,0,,,,,,,,,,"[None, None]",P3D Energy,['Alexander Sanchez'],,,,United States,,,,26.315789473684216,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
P3D Energy,EASTERN GATEWAY COMMUNITY COLLEGE,,0,110 John Scott HWY,Steubenville,Ohio,43952,110 John Scott Highway,Steubenville,Ohio,43952,,"[None, None]",P3D Energy,['Alexander Sanchez'],,,,United States,,,,23.25581395348837,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.63636363636363
P3D Energy,"SPECIAL COMMUNICATIONS, LLC",,0,2838 Croix CT,Virginia Beach,Virginia,23451,2838 Croix CT,Virginia Beach,Virginia,23451,,"[None, None]",P3D Energy,['Alexander Sanchez'],,,,United States,,,,16.216216216216218,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
P3D Energy,JOURMIK LLC,,0,,,,,,,,,,"[None, None]",P3D Energy,['Alexander Sanchez'],,,,United States,,,,9.523809523809524,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666667
P3D Energy,"ORRS' ENVIRONMENTAL, LLC",,0,7027 Old Madison Pike NW STE 108,Huntsville,Alabama,35806,,,,,,"[None, None]",P3D Energy,['Alexander Sanchez'],,,,United States,,,,23.529411764705888,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.19047619047619
JCB,,,0,1241 SALEM PARK CT,MURFREESBORO,TN,37129,,,,,,"[None, None]",JCB,"['Tammira Lucas', 'Jerrika Chambers']",,,,United States,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5
"Quantum Sensor Technologies, LLC","QUANTUM SENSOR TECHNOLOGIES, LLC",,0,6401 Enchanted Solitude PL,Columbia,Maryland,21044,6401 Enchanted Solitude PL,Columbia,Maryland,21044,2024,"['Birol Ozturk', 'Birol Ozturk']","Quantum Sensor Technologies, LLC",['Birol Ozturk'],,,,United States,,www.qdsense.com,2024,100.0,11.111111111111116,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
ReflectAR,MIMOCLOUD INC,,0,9304 Belle Terre WAY,Potomac,Maryland,20854,9304 Belle Terre WAY,Potomac,Maryland,20854,2010,"['Tejbir Phool', 'Tejbir Phool']",ReflectAR,['Francisco Vicente Carrasco'],,,,United States,,,,18.181818181818176,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Zenith Data Solutions LLC,ZENITH DATA SOLUTIONS LLC,,0,20454 Summersong LN,Germantown,Maryland,20874,20454 Summersong LN,Germantown,Maryland,20874,2024,"['Sina Faridimehr', 'Ashkan Zakaryazad']",Zenith Data Solutions LLC,['Ashkan Zakaryazad'],,,,United States,,www.zenithdatasolutions.com,2024,100.0,19.999999999999996,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
"OcuFLOW, Inc","OCUFLOW, INC.",,0,2401 W Belvedere AVE STE 312,Baltimore,Maryland,21215,12020 Deer Bit Lane,Glen Arm,Maryland,21057,2016,"['Theresa Kramer', 'Theresa Kramer']","OcuFLOW, Inc","['Theresa Kramer, MD, MBA']",2401 W Belvedere Ave,Baltimore,Maryland,United States,21215 5216,,2017,96.0,0.0,0,83.33333333333334,46.15384615384615,100.0,23.529411764705888,100.0,100.0,66.66666666666667,40.0,100.0
"InovCares Connected Comprehensive Healthcare, LLC",INOVCARES CONNECTED COMPREHENSIVE HEALTHCARE CORPORATION,https://www.inovcares.com/,0,1517 Huntington LN,Cleveland Heights,Ohio,44118,1517 Huntington LN,Cleveland Heights,Ohio,44118,2023,"['Mohamed Kamara', 'Mohamed Kamara']","InovCares Connected Comprehensive Healthcare, LLC",['Mohamed Kamara'],504 Fair St Sw,Atlanta,Georgia,United States,30313 1206,https://inovcares.com/contact,2021,87.61904761904762,80.0,0,31.25,31.25,33.333333333333336,33.333333333333336,36.36363636363637,36.36363636363637,26.66666666666667,26.66666666666667,81.63265306122449
Hyve,DIGITAL HYVE MARKETING LLC,https://www.digitalhyve.com/,0,126 N Salina ST STE 500,Syracuse,New York,13202,126 N Salina ST STE 500,Syracuse,New York,13202,2014,"['Sarah Tackabury', 'Sarah Tackabury']",Hyve,['Samy Abisaleh'],11 East Loop Road New York,New York,New York,United States,,www.hyve.ai,2020,26.66666666666667,46.15384615384615,0,32.6530612244898,32.6530612244898,25.0,25.0,100.0,100.0,0.0,0.0,100.0
Hyve,HYVE INNOVATE GMBH,https://www.hyve.net/,0,,,,,,,,,2004,"['Niclas Kroeger', 'Gerd Schwarz']",Hyve,['Samy Abisaleh'],11 East Loop Road New York,New York,New York,United States,,www.hyve.ai,2020,36.36363636363637,56.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.27272727272727
"InfraTrac, Inc.",ATLANTIC INFRATRAC LLC,,0,5042 Industrial RD STE A,Wall Township,New Jersey,07727,5042 Industrial RD STE A,Wall Township,New Jersey,07727,2011,"['Marilyn Grabowski', 'Marilyn Grabowski']","InfraTrac, Inc.",['Sharon Flank'],8070 Georgia Ave,Silver Spring,Maryland,United States,20910 4981,https://infratrac.com/,,59.45945945945945,16.000000000000004,0,35.0,35.0,30.76923076923077,30.76923076923077,22.22222222222222,22.22222222222222,13.33333333333333,13.33333333333333,60.0
Lightwork Publishing LLC,LIGHTWORK PUBLISHING LLC,https://www.lightworkenterprise.com/,0,690 Custis ST,Aberdeen,Maryland,21001,,,,,2020,"['Shannon Collins', 'Gregory Collins']",Lightwork Publishing LLC,"['Shannon Collins', 'Shannon Collins', 'Shannon Collins']",,,,United States,,https://lightworkpub.com/,,100.0,75.40983606557377,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
MEC,MEC-TRIC CONTROL COMPANY,https://mec-tric.com/,0,4110 Monroe RD,Charlotte,North Carolina,28205,4110 Monroe RD,Charlotte,North Carolina,28205,1960,"['Monica Blackwelder', 'DONNA Lowry']",MEC,['Rishabh Banga'],,,,United States,,,,22.22222222222222,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Marc Cohen,"ERGONOMETRIX, LLC",,0,6000 Executive BLVD STE 602,Rockville,Maryland,20852,6000 Executive BLVD STE 602,Rockville,Maryland,20852,2015,"['Marc Cohen', 'Marc Cohen']",Marc Cohen,['Marc Cohen'],,,,United States,,,,29.629629629629626,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Marc Cohen,"MARC A. COHEN, M.D., A PROFESSIONAL CORPORATION",,0,,,,,,,,,2007,"['Marc Cohen', 'Marc Cohen']",Marc Cohen,['Marc Cohen'],,,,United States,,,,35.08771929824561,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.44444444444444
Marc Cohen,ENTERPRISE CLEANING CORPORATION,,0,340 Main ST STE 777,Worcester,Massachusetts,01608,75 Main Street,Boylston,Massachusetts,01505,2003,"['LINDA GARVEY', 'MARC COHEN']",Marc Cohen,['Marc Cohen'],,,,United States,,,,29.268292682926834,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666667
Marc Cohen,KIDS KICKING CANCER INC,,0,,,,,27600 Northwestern HWY STE 220,Southfield,Michigan,48034,1999,"['Elimelech Goldberg', 'RABBI GOLDBERG']",Marc Cohen,['Marc Cohen'],,,,United States,,,,30.303030303030297,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.84615384615385
James Parker,"MONMOUTH DAY CARE CENTER, INC.",,0,9 Drs James Parker BLVD,Red Bank,New Jersey,07701,,,,,1969,"['MONMOUTH DAY', 'MONMOUTH DAY']",James Parker,['James Parker'],,,,United States,,,,28.57142857142857,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
James Parker,MONMOUTH INTERNET CORP,https://www.monmouth.com/,0,10 Drs James Parker BLVD STE 110,Red Bank,New Jersey,07701,,,,,2000,"['Belinda Hill', 'Belinda Hill']",James Parker,['James Parker'],,,,United States,,,,29.411764705882348,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
James Parker,LUNCH BREAK,,0,121 Drs James Parker BLVD,Red Bank,New Jersey,07701,121 Drs James Parker BLVD,Red Bank,New Jersey,07701,1983,"['Wayne Greer', 'Wayne Greer']",James Parker,['James Parker'],,,,United States,,,,26.086956521739136,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
CaMelia,YOUTH AND FAMILY OUTREACH,https://www.yfoutreachme.org/,0,331 Cumberland AVE,Portland,Maine,04101,,,,,1979,"['Camelia Babson', 'Camelia Babson']",CaMelia,['Elizabeth Luczak'],,,,United States,,,,25.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.43137254901961
CaMelia,CHANGE CONQUERS INC.,,0,87 Orlando Drive,Sicklerville,New Jersey,08081,,,,,2022,"['CAMELIA VIERA', 'CAMELIA VIERA']",CaMelia,['Elizabeth Luczak'],,,,United States,,,,29.629629629629626,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.72727272727273
CaMelia,RIVERSIDE FARMS PARTNERSHIP,,0,98 Pleasant Grove RD,Sardis,Mississippi,38666,98 Pleasant Grove RD,Sardis,Mississippi,38666,1985,"['Camelia Lott', 'Camelia Lott']",CaMelia,['Elizabeth Luczak'],,,,United States,,,,23.529411764705888,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.333333333333336
CaMelia,GETMONEYFORTHECULTURE LLC,,0,6461 Privette RD Lot 99,Wendell,North Carolina,27591,6461 Privette RD Lot 99,Wendell,North Carolina,27591,2022,"['Camelia Alston', 'Camelia Alston']",CaMelia,['Elizabeth Luczak'],,,,United States,,,,18.75,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
GlykonDesign,DIVERSIFIED CLEANING SERVICES,,0,3302 Boston AVE,Pascagoula,Mississippi,39581,3302 Boston AVE,Pascagoula,Mississippi,39581,2007,"['CAMELIA DOMIO', 'CAMELIA DOMIO']",GlykonDesign,['Kevin Yarema'],,,,United States,,,,24.390243902439025,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666667
GlykonDesign,"STRAUGHN, CAMELIA",,0,,,,,,,,,2010,"['CAMELIA STRAUGHN', 'CAMELIA STRAUGHN']",GlykonDesign,['Kevin Yarema'],,,,United States,,,,27.586206896551722,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.33333333333333
GlykonDesign,LEGION FOR HOPE INCORPORATED,http://www.legionforhope.org/,0,2220 Johnson Creek DR,Lithonia,Georgia,30058,2220 Johnson Creek Drive,Lithonia,Georgia,30058,2009,"['CAMELIA DOUGLAS', 'CAMELIA DOUGLAS']",GlykonDesign,['Kevin Yarema'],,,,United States,,,,30.000000000000004,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
GlykonDesign,"MORRIS PARK DISTRICT MANAGEMENT ASSOCIATION, INC.",,0,966 Morris Park AVE,Bronx,New York,10462,966 Morris Park AVE,Bronx,New York,10462,2018,"['CAMELIA TEPELUS', 'Camelia Tepelus']",GlykonDesign,['Kevin Yarema'],,,,United States,,,,19.672131147540984,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
MACER,GIFFORD BIOSCIENCE LIMITED,https://www.giffordbioscience.com/,0,,,,,,,,,2017,"['Macer Gifford', 'Macer Gifford']",MACER,['Suvedaranyan Alliarasi Murugaian'],,,,United States,,,,12.903225806451612,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.01587301587303
MACER,CLINTONS TRUCKING INC,,0,350 Hulett ST,Schenectady,New York,12307,350 Hulett ST,Schenectady,New York,12307,2021,"['Macer Clinton', 'Macer Clinton']",MACER,['Suvedaranyan Alliarasi Murugaian'],,,,United States,,,,15.384615384615385,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
MACER,AMERICAN UNIVERSITY OF SOVEREIGN NATIONS INC.,https://www.ausovereignnations.org/,0,8840 E Chaparral RD STE 285,Scottsdale,Arizona,85250,,,,,2013,"['Darryl Macer', 'Govindan Parayil']",MACER,['Suvedaranyan Alliarasi Murugaian'],,,,United States,,,,16.000000000000004,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.6969696969697
MACER,MACER HOME DECOR,,0,41 Edison AVE,West Babylon,New York,11704,41 Edison AVE,West Babylon,New York,11704,2013,"['Sunny Wong', 'Sunny Wong']",MACER,['Suvedaranyan Alliarasi Murugaian'],,,,United States,,,,47.61904761904761,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Karaman Language Solutions,"KARAMAN LANGUAGE SOLUTIONS, LLC",https://www.karamandc.com/,0,23592 Buckland Farm TER,Ashburn,Virginia,20148,23592 Buckland Farm TER,Ashburn,Virginia,20148,2017,"['Mukaddes Sahin', 'Mukaddes Sahin']",Karaman Language Solutions,['Mukaddes Sahin'],,,,United States,,https://www.karamandc.com/,2017,91.22807017543859,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Flow Power,FREE FLOW POWER CORPORATION,http://www.free-flow-power.com/,0,239 Causeway ST STE 300,Boston,Massachusetts,02114,239 Causeway ST STE 300,Boston,Massachusetts,02114,2007,"['DANIEL FAGAN', 'ELVIR MUJANOVIC']",Flow Power,['Colin Qi'],,,,United States,,,,54.054054054054056,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
Flow Power,T&K RAEMISCH LLC,,0,,,,,,,,,2020,"['Kyle Raemisch', 'Kyle Raemisch']",Flow Power,['Colin Qi'],,,,United States,,,,15.384615384615385,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.53846153846154
A-Bio,"PINO ENTERPRISES, INC",,0,17 S Jefferson ST,Orange,New Jersey,07050,,,,,1991,"['GIUSEPPE BIO', 'GIUSEPPE BIO']",A-Bio,['Nobuhle Mpofu'],,,,United States,,,,15.384615384615385,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.17073170731707
Rezoom,REZOOM LLC,https://rezoom.org/,0,3875 Northampton,Cleveland,Ohio,44121,3875 Northampton,Cleveland,Ohio,44121,2021,"['Romerol Stanton', 'Romerol Stanton']",Rezoom,"['Derek Paley', 'Derek Paley']",,,,United States,,,,75.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.17073170731707
Jay Lee,JAY LEE COMPANY LLC,,0,10131 Southpark DR,Gulfport,Mississippi,39503,10131 Southpark DR,Gulfport,Mississippi,39503,2013,"['Chantele Lee', 'Chantele Lee']",Jay Lee,['Jay Lee'],,,,United States,,,,53.84615384615385,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.42105263157895
Jay Lee,DOXIMITY INC,,0,500 3RD ST STE 510,San Francisco,California,94107,500 3RD ST STE 510,San Francisco,California,94107,2010,"['Jay Lee', 'Jay Lee']",Jay Lee,['Jay Lee'],,,,United States,,,,21.052631578947366,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Jay Lee,"LEZZER LUMBER, INC.",https://www.lezzerlumber.com/,0,332 Schofield ST,Curwensville,Pennsylvania,16833,332 Schofield Street,Curwensville,Pennsylvania,16833,1989,"['MIKE CATALANO', 'JAY LEE']",Jay Lee,['Jay Lee'],,,,United States,,,,23.076923076923073,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Jay Lee,STUART KARON,http://www.amion.com/,0,500 3RD ST STE 510,San Francisco,California,94107,,,,,1998,"['Aline Campbell', 'Aline Campbell']",Jay Lee,['Jay Lee'],,,,United States,,,,21.052631578947366,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Jay Lee,"PRIME ENC, INC.",,0,2629 W Woodland DR,Anaheim,California,92801,18315 Timberlane Drive,Yorba Linda,California,92886,2014,"['Caleb Lee', 'Caleb Lee']",Jay Lee,['Jay Lee'],,,,United States,,,,18.181818181818176,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Nanodynamics,"NANODYNAMICS-88, INC.",,0,34 E 29TH ST FL 1,New York,New York,10016,,,,,1988,"[None, None]",Nanodynamics,['Andrey Mikheykin'],,,,United States,,,,72.72727272727273,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Nanodynamics,"NANODYNAMICSUSA, INC.",,0,800 Leigh ST,Richmond,Virginia,23219,10931 Lansdowne Terrace,Midlothian ,Virginia,23113,2014,"['Jason Reed', 'Jason Reed']",Nanodynamics,['Andrey Mikheykin'],,,,United States,,,,72.72727272727273,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Mangino,MANGINO JOSEPH N,,0,1103 Atlantic DR,Stafford,Virginia,22554,1103 Atlantic Drive,Stafford,Virginia,22554,1989,"['Joseph Mangino', 'NANCY Mangino']",Mangino,['Javeed Froozan'],,,,United States,,,,60.86956521739131,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Mangino,TUSCUMBIA CITY BOARD OF EDUCATION,,0,303 N Commons ST E,Tuscumbia,Alabama,35674,303 North Commons Street East,Tuscumbia,Alabama,35674,1855,"['Stephanie Mangino', 'Stephanie Mangino']",Mangino,['Javeed Froozan'],,,,United States,,,,19.999999999999996,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.7948717948718
Mangino,"LASTING IMPRESSIONS PROMOTIONS, INC.",https://www.liteam.com/,0,41839 Michigan AVE,Canton,Michigan,48188,41839 Michigan AVE,Canton,Michigan,48188,1976,"['Lois Mangino', 'Lois Mangino']",Mangino,['Javeed Froozan'],,,,United States,,,,27.906976744186053,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.44444444444444
MiRA,MIRA WILLSON,,0,128 Northway,Greenbelt,Maryland,20770,128 Northway,Greenbelt,Maryland,20770,2022,"['Mira Willson', 'Mira Willson']",MiRA,['Nihar Sheth'],,,,United States,,,,50.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
MiRA,NEW BIRCH MANOR II ASSOCIATES LLC,,0,795 Miner DR,Medina,Ohio,44256,795 Miner Road,Medina,Ohio,44256,1973,"['MIRA DEBEVC', 'MIRA DEBEVC']",MiRA,['Nihar Sheth'],,,,United States,,,,16.216216216216218,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.70149253731343
MiRA,MIRA PIANTA,,0,52 Alfred DR,Colchester,Connecticut,06415,52 Alfred DR,Colchester,Connecticut,06415,2022,"['Mira Pianta', 'Mira Pianta']",MiRA,['Nihar Sheth'],,,,United States,,,,53.333333333333336,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.00000000000001
MiRA,MIRA GOGOVA,,0,,,,,,,,,2014,"['Mira Gogova', 'Mira Gogova']",MiRA,['Nihar Sheth'],,,,United States,,,,53.333333333333336,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.333333333333336
MiRA,MUTHAIGA TRAVEL LTD,,0,,,,,,,,,1988,"['MIRA SHAH', 'MIRA SHAH']",MiRA,['Nihar Sheth'],,,,United States,,,,34.78260869565217,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.833333333333336
Shuvra Bhattacharyya,"STREAMLINED EMBEDDED TECHNOLOGIES, LLC",http://www.setdf.com/,0,4325 Broadgate CIR,Ellicott City,Maryland,21043,4325 Broadgate Circle,Ellicott City,Maryland,21043,2012,"['Shuvra Bhattacharyya', 'Shuvra Bhattacharyya']",Shuvra Bhattacharyya,['Shuvra Bhattacharyya'],,,,United States,,,,27.586206896551722,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
"SereNeuro Therapeutics, Inc.","SERENEURO THERAPEUTICS, INC.",,0,1812 Ashland AVE,Baltimore,Maryland,21205,1812 Ashland AVE,Baltimore,Maryland,21205,2024,"['Daniel Saragnese', 'Daniel Saragnese']","SereNeuro Therapeutics, Inc.",['Dan Saragnese'],,,,United States,,https://www.linkedin.com/company/sereneuro/,2024,100.0,13.043478260869568,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
ItinAFairy LLC,"ICMED, LLC",https://www.icmedonline.com/,0,104 Cherry Valley RD,Reisterstown,Maryland,21136,5520 Research Park DR STE 100,Catonsville,Maryland,21228,2014,"['James Jacobsen', 'Patrick O']",ItinAFairy LLC,['Kirsten Tucker'],,,,United States,,,,41.666666666666664,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
CyPhy,"CYPHY WORKS, INC",http://www.cyphyworks.com/,0,,,,,,,,,2008,"['Diane Lefebvre', 'Lance Vanden']",CyPhy,['Isabel Runge'],,,,United States,,,,47.61904761904761,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.07407407407408
CyPhy,RATIONAL CYPHY INC,,0,1512 Country Lake DR,Champaign,Illinois,61821,1512 Country Lake DR,Champaign,Illinois,61821,2014,"['Mahesh Viswanathan', 'Mahesh Viswanathan']",CyPhy,['Isabel Runge'],,,,United States,,,,43.47826086956522,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Recovery Connections,RECOVERY CONNECTIONS OF CENTRAL FLORIDA INC,https://www.myrecoveryconnections.org/,0,776 Preserve TER,Lake Mary,Florida,32746,,,,,2020,"['Meredith Bekemeyer', 'Meredith Bekemeyer']",Recovery Connections,['Krystl Haerian'],,,,United States,,,,63.49206349206349,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Recovery Connections,RECOVERY CONNECTIONS INC,,0,2405 Lawrenceville HWY,Lawrenceville,Georgia,30044,2405 Lawrenceville HWY,Lawrenceville,Georgia,30044,2020,"['Barry Henson', 'Barry Henson']",Recovery Connections,['Krystl Haerian'],,,,United States,,,,90.9090909090909,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Recovery Connections,RECOVERY CONNECTIONS,,0,500 W Calhoun AVE,Springfield,Illinois,62702,500 W Calhoun AVE,Springfield,Illinois,62702,2022,"['Sally Jefferson', 'Sally Jefferson']",Recovery Connections,['Krystl Haerian'],,,,United States,,,,100.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Recovery Connections,YOUTH RECOVERY CONNECTIONS,,0,721 Monterey ST,Hollister,California,95023,721 Monterey ST,Hollister,California,95023,2021,"['Michael Salinas', 'Michael Salinas']",Recovery Connections,['Krystl Haerian'],,,,United States,,,,86.95652173913044,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Conjectura LLC,CONJECTURA LLC,http://www.conjectura.net/,0,5912 Ridgway AVE,Rockville,Maryland,20851,5912 Ridgway AVE,Rockville,Maryland,20851,2006,"['ZEYNO DODD', 'ZEYNO DODD']",Conjectura LLC,['Zeyno Dodd'],,,,United States,,,,100.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
TheMe,SHANGHAI INTERNATIONAL THEME PARK COMPANY LTD,,0,,,,,,,,,2011,"['Smile Wang', 'Peiyao Wang']",TheMe,['Sreeja Yellapragada'],,,,United States,,,,19.999999999999996,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.515151515151516
TheMe,LDNA LLC,,0,12064 Theme Aly,Orlando,Florida,32832,12064 Theme Aly,Orlando,Florida,32832,2023,"['Daniel Galan', 'Daniel Galan']",TheMe,['Sreeja Yellapragada'],,,,United States,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
TheMe,GILROY GARDENS FAMILY THEME PARK,https://gilroygardens.org/,0,3050 Hecker Pass RD,Gilroy,California,95020,3050 Hecker Pass RD,Gilroy,California,95020,1997,"['Patti Stephens', None]",TheMe,['Sreeja Yellapragada'],,,,United States,,,,27.027027027027028,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
